DataType,Admin2,Admin1,Admin0,Population,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9
Confirmed,"","Khakassia Republic","Russia",537513,0,0.00,131,122.13,205,17.88,314,181.22,440,13.26,551,178.56,599,107.89,654,227.36,658,224.14
Confirmed,"","Khanty-Mansi Autonomous Okrug","Russia",1532242,0,0.00,132,354.53,220,67.62,328,227.69,480,44.89,555,195.63,595,143.55,649,258.90,658,255.50
Confirmed,"","Kirov Oblast","Russia",1283237,0,0.00,132,230.69,159,37.30,320,250.27,494,53.64,568,124.95,591,112.31,658,263.60,658,263.60
Confirmed,"","Komi Republic","Russia",840872,0,0.00,132,167.18,221,28.65,326,301.40,475,25.22,539,284.58,598,219.10,658,396.66,658,396.66
Confirmed,"","Kostroma Oblast","Russia",643324,0,0.00,132,96.94,175,18.24,302,138.29,458,23.53,551,137.55,597,79.39,657,205.65,658,205.59
Confirmed,"","Krasnodar Krai","Russia",5603420,0,0.00,131,473.79,161,59.83,363,196.98,481,93.13,557,261.71,616,221.39,658,313.53,658,313.53
Confirmed,"","Krasnoyarsk Krai","Russia",2876497,0,0.00,132,561.40,240,101.81,324,335.35,495,94.72,547,491.20,606,352.15,658,726.70,658,726.70
Confirmed,"","Kurgan Oblast","Russia",845537,0,0.00,172,58.84,203,20.61,360,108.67,508,29.50,574,130.24,602,116.08,658,216.52,658,216.52
Confirmed,"","Kursk Oblast","Russia",1115237,0,0.00,131,374.61,192,26.41,336,182.85,502,61.80,545,193.89,592,169.30,653,352.50,658,349.86
Confirmed,"","Leningrad Oblast","Russia",1813815,0,0.00,131,345.28,208,27.87,339,228.51,474,79.94,541,246.43,597,184.24,657,395.66,658,395.54
Confirmed,"","Lipetsk Oblast","Russia",1150201,0,0.00,132,274.63,187,13.07,350,165.94,501,55.30,551,244.32,596,195.03,656,405.38,658,405.19
Confirmed,"","Magadan Oblast","Russia",144091,0,0.00,132,33.58,184,14.29,285,48.06,435,1.75,552,28.73,623,19.13,658,33.79,658,33.79
Confirmed,"","Mari El Republic","Russia",682333,0,0.00,131,221.31,199,14.84,274,51.26,288,45.29,329,53.13,473,14.28,650,126.73,658,126.72
Confirmed,"","Mordovia Republic","Russia",805056,0,0.00,131,235.07,201,30.40,316,89.31,499,28.61,573,70.28,595,67.51,658,165.16,658,165.16
Confirmed,"","Moscow","Russia",12506468,0,0.00,131,21391.57,178,600.56,336,6947.65,413,1463.97,516,7601.88,586,1460.10,645,7019.71,658,5293.62
Confirmed,"","Moscow Oblast","Russia",7503385,0,0.00,131,4780.98,187,142.57,340,1563.46,416,539.14,528,2585.24,597,714.04,657,2986.61,658,2983.54
Confirmed,"","Murmansk Oblast","Russia",753557,0,0.00,131,384.36,212,64.64,319,286.14,467,22.68,541,260.96,601,141.84,649,268.00,658,257.83
Confirmed,"","Nenets Autonomous Okrug","Russia",43997,0,0.00,131,8.66,142,0.86,171,10.53,239,0.38,297,7.58,474,0.00,648,17.17,658,15.97
Confirmed,"","Nizhny Novgorod Oblast","Russia",3234752,0,0.00,132,1290.29,199,117.41,338,500.98,473,119.53,562,544.03,592,399.42,650,797.12,658,787.03
Confirmed,"","North Ossetia - Alania Republic","Russia",701765,0,0.00,131,357.42,201,7.40,337,88.17,490,8.12,578,71.77,601,68.05,658,103.81,658,103.81
Confirmed,"","Novgorod Oblast","Russia",606476,0,0.00,132,178.86,199,16.24,323,210.24,472,33.62,544,156.37,592,122.93,658,293.11,658,293.11
Confirmed,"","Novosibirsk Oblast","Russia",2788849,0,0.00,132,375.96,212,52.01,282,180.30,475,70.39,552,204.10,607,166.96,658,392.39,658,392.39
Confirmed,"","Omsk Oblast","Russia",1960081,0,0.00,132,181.97,157,77.71,189,114.05,219,38.60,347,253.73,469,51.24,658,578.98,658,578.98
Confirmed,"","Orel Oblast","Russia",747246,0,0.00,132,301.42,185,27.01,337,179.01,502,45.21,571,107.36,595,79.92,658,345.66,658,345.66
Confirmed,"","Orenburg Oblast","Russia",1977720,0,0.00,132,247.95,148,60.37,181,113.20,221,86.09,296,189.08,476,59.28,647,409.54,658,405.33
Confirmed,"","Penza Oblast","Russia",1331655,0,0.00,132,313.41,177,38.05,366,227.02,495,72.67,570,238.71,593,230.08,658,388.15,658,388.15
Confirmed,"","Perm Krai","Russia",2623122,0,0.00,132,227.54,220,57.58,337,331.24,500,95.94,568,476.34,601,448.46,658,709.11,658,709.11
Confirmed,"","Primorsky Krai","Russia",1913037,0,0.00,132,253.75,246,69.78,330,239.76,472,23.21,549,260.31,616,214.35,658,349.28,658,349.28
Confirmed,"","Pskov Oblast","Russia",636545,0,0.00,132,127.40,198,22.40,337,404.71,498,39.99,534,139.59,591,89.66,658,290.35,658,290.35
Confirmed,"","Rostov Oblast","Russia",4220452,0,0.00,132,651.82,166,92.97,359,392.49,506,156.54,574,486.58,604,465.98,658,647.45,658,647.45
Confirmed,"","Ryazan Oblast","Russia",1121474,0,0.00,131,433.23,199,27.39,341,138.70,474,43.60,540,139.71,599,102.01,658,248.01,658,248.01
Confirmed,"","Saint Petersburg","Russia",5351935,0,0.00,131,1990.58,199,158.24,327,3764.66,455,695.47,538,1958.42,586,1135.50,648,3251.22,658,2859.59
Confirmed,"","Sakha (Yakutiya) Republic","Russia",964330,0,0.00,132,268.33,219,44.46,303,222.48,432,26.49,487,108.38,522,90.82,658,290.86,658,290.86
Confirmed,"","Sakhalin Oblast","Russia",490181,0,0.00,197,64.48,241,33.44,341,146.55,426,9.99,561,107.81,629,53.48,651,96.70,658,85.49
Confirmed,"","Samara Oblast","Russia",3193513,0,0.00,132,329.80,189,39.30,339,306.47,357,282.70,381,300.98,507,61.85,658,1711.46,658,1711.46
Confirmed,"","Saratov Oblast","Russia",2462950,0,0.00,132,401.30,173,92.94,341,271.31,504,109.51,561,257.48,592,240.60,658,639.69,658,639.69
Confirmed,"","Smolensk Oblast","Russia",949348,0,0.00,132,319.99,235,11.91,370,186.01,440,33.44,531,257.81,566,123.22,653,595.97,658,594.18
Confirmed,"","Stavropol Krai","Russia",2800674,0,0.00,132,327.04,167,83.52,345,244.22,413,94.11,424,111.07,475,52.18,658,492.09,658,492.09
Confirmed,"","Sverdlovsk Oblast","Russia",4325255,0,0.00,132,784.92,154,205.86,174,269.08,222,119.41,339,404.55,493,96.60,658,733.19,658,733.19
Confirmed,"","Tambov Oblast","Russia",1033552,0,0.00,131,370.12,214,22.49,350,159.93,479,35.90,544,96.84,587,91.02,658,207.81,658,207.81
Confirmed,"","Tatarstan Republic","Russia",3894284,0,0.00,131,386.62,237,23.20,337,101.08,503,30.20,545,51.97,581,48.75,658,230.24,658,230.24
Confirmed,"","Tomsk Oblast","Russia",1078280,0,0.00,132,96.51,213,43.78,297,209.58,474,22.94,568,122.91,608,89.14,658,266.57,658,266.57
Confirmed,"","Tula Oblast","Russia",1491854,0,0.00,132,492.73,218,28.22,339,207.60,475,50.09,529,153.32,599,103.82,658,269.27,658,269.27
Confirmed,"","Tver Oblast","Russia",1283872,0,0.00,132,215.64,230,22.73,339,236.39,468,67.98,545,266.45,592,189.67,653,398.10,658,397.63
Confirmed,"","Tyumen Oblast","Russia",3692400,0,0.00,131,204.77,224,48.48,306,169.84,467,49.20,561,283.35,605,222.35,658,347.40,658,347.40
Confirmed,"","Tyva Republic","Russia",321722,0,0.00,132,165.39,207,21.42,303,102.39,432,1.26,545,186.79,615,55.48,648,70.63,658,69.83
Confirmed,"","Udmurt Republic","Russia",1513044,0,0.00,132,97.59,151,20.11,175,41.13,192,21.53,344,216.97,505,39.75,647,395.69,658,389.04
Confirmed,"","Ulyanovsk Oblast","Russia",1246618,0,0.00,132,335.33,217,86.40,327,289.36,478,77.30,577,289.93,593,275.20,650,567.85,658,546.71
Confirmed,"","Vladimir Oblast","Russia",1378337,0,0.00,131,332.33,201,21.97,332,185.67,504,48.51,534,240.12,603,158.74,658,323.31,658,323.31
Confirmed,"","Volgograd Oblast","Russia",2521276,0,0.00,132,413.85,186,89.83,338,275.10,504,87.16,584,352.04,607,339.51,658,464.01,658,464.01
Confirmed,"","Vologda Oblast","Russia",1176689,0,0.00,131,116.44,157,20.08,326,368.03,472,38.51,548,228.90,596,221.32,658,390.95,658,390.95
Confirmed,"","Voronezh Oblast","Russia",2333767,0,0.00,132,302.99,190,89.44,354,390.97,477,133.61,557,481.04,580,464.44,654,796.13,658,794.04
Confirmed,"","Yamalo-Nenets Autonomous Okrug","Russia",538547,0,0.00,131,290.23,140,88.31,171,200.51,223,47.00,309,196.63,477,16.85,658,146.65,658,146.65
Confirmed,"","Yaroslavl Oblast","Russia",1265684,0,0.00,131,391.71,217,38.12,331,190.19,483,77.52,543,201.37,600,188.13,658,280.57,658,280.57
Confirmed,"","Zabaykalsky Krai","Russia",1072806,0,0.00,132,153.82,191,11.73,305,268.01,473,25.65,533,326.84,596,164.18,658,368.88,658,368.88
