DataType,Admin2,Admin1,Admin0,Population,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9
Confirmed,"","","Kenya",53771300,0,0.00,192,650.54,238,129.84,295,1053.39,370,116.90,429,1298.95,496,284.39,568,1263.66,658,72.70
Confirmed,"","","Lesotho",2142251,0,0.00,189,30.44,283,2.35,352,299.81,444,0.29,557,84.30,607,0.00,618,782.91,658,3.21
Confirmed,"","","Madagascar",27691019,0,0.00,184,329.71,333,7.36,368,59.46,402,11.48,450,576.43,612,0.00,623,79.79,658,8.14
Confirmed,"","","Malawi",19129955,0,0.00,129,28.77,139,14.49,172,97.89,320,2.41,366,920.18,477,6.71,547,709.73,658,4.72
Confirmed,"","","Mali",20250834,0,0.00,140,37.76,193,4.00,321,89.19,389,7.77,445,195.18,531,3.73,658,48.08,658,48.08
Confirmed,"","","Mauritania",4649660,0,0.00,151,174.62,259,5.17,327,212.61,403,14.92,559,313.99,627,35.99,658,57.59,658,57.59
Confirmed,"","","Mauritius",1271767,0,0.00,74,16.69,102,-0.05,433,25.77,457,0.47,587,308.07,632,57.44,658,143.11,658,143.11
Confirmed,"","","Morocco",36910557,0,0.00,88,177.44,129,50.49,295,5125.53,399,360.41,444,553.35,478,194.16,564,9351.30,658,136.80
Confirmed,"","","Mozambique",31255435,0,0.00,240,195.03,259,117.41,274,153.75,313,79.39,374,898.73,486,22.37,554,1780.68,658,8.33
Confirmed,"","","Namibia",2540915,0,0.00,214,238.21,288,34.15,341,459.03,382,134.56,395,211.49,441,116.13,522,1624.63,658,8.54
Confirmed,"","","Niger",24206636,0,0.00,77,41.68,228,0.25,334,62.72,401,1.16,411,12.54,507,2.00,658,28.51,658,28.51
Confirmed,"","","Nigeria",206139586,0,0.00,157,613.89,275,96.66,365,1575.07,470,39.60,496,61.49,510,24.71,579,671.45,658,76.94
Confirmed,"","","Rwanda",12952208,0,0.00,215,124.82,258,5.82,369,319.01,422,87.82,438,157.93,493,37.90,543,1238.53,658,26.76
Confirmed,"","","Sao Tome and Principe",219161,0,0.00,125,24.56,161,1.07,184,13.72,251,0.31,401,26.26,519,0.57,609,38.71,658,1.76
Confirmed,"","","Senegal",16743929,0,0.00,112,99.84,123,79.82,202,138.27,285,10.52,385,314.42,478,25.52,544,876.44,658,2.67
Confirmed,"","","Seychelles",98339,0,0.00,392,67.04,402,36.17,471,283.82,488,118.47,508,158.88,601,26.74,608,75.68,658,33.58
Confirmed,"","","Sierra Leone",7976985,0,0.00,123,29.23,132,17.28,143,26.28,310,1.15,374,56.83,440,2.07,518,79.70,658,0.01
Confirmed,"","","Somalia",15893219,0,0.00,131,52.40,199,1.44,287,34.50,363,1.48,402,165.13,516,6.31,621,111.04,658,52.50
Confirmed,"","","South Africa",59308690,0,0.00,176,12225.61,249,1377.39,352,17883.22,439,870.27,529,19252.22,565,10480.26,575,11964.75,658,252.49
Confirmed,"","","South Sudan",11193729,0,0.00,122,65.44,130,24.27,138,74.38,289,4.32,396,182.79,543,1.99,601,25.65,658,18.97
Confirmed,"","","Sudan",43849269,0,0.00,147,194.02,259,3.54,318,276.51,396,24.67,449,141.83,555,0.00,658,114.88,658,114.88
Confirmed,"","","Tanzania",59734213,0,0.00,88,23.46,543,0.00,554,56.90,561,22.83,566,39.20,607,0.00,618,2748.31,658,2.04
Confirmed,"","","Togo",8278736,0,0.00,114,17.58,145,4.54,213,18.33,245,11.96,434,169.12,502,10.76,578,231.45,658,5.45
Confirmed,"","","Tunisia",11818618,0,0.00,283,1487.75,312,1073.44,358,2793.11,422,570.57,454,2072.66,478,926.72,535,7484.42,658,433.17
Confirmed,"","","Uganda",45741000,0,0.00,242,214.40,266,114.90,323,620.46,417,14.34,509,1385.51,568,176.78,579,2473.35,658,56.19
Confirmed,"","","Zambia",18383956,0,0.00,112,57.95,132,10.43,190,262.64,309,29.06,360,1333.98,462,51.43,519,2640.22,658,19.19
Confirmed,"","","Zimbabwe",14862927,0,0.00,192,176.28,253,12.69,354,886.54,474,18.08,539,2230.16,595,130.45,611,248.92,658,34.48
