DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11
Confirmed,"","Khanty-Mansi Autonomous Okrug","Russia",1532243,84500,0,0.00,155,293.88,220,67.62,328,227.69,353,195.56,363,216.54,480,44.89,555,195.63,595,143.55,649,258.89,668,256.10
Confirmed,"","Kirov Oblast","Russia",1283238,67036,0,0.00,137,61.79,159,37.30,320,250.27,494,53.64,520,116.57,537,107.18,568,124.95,591,112.31,662,266.14,668,265.53
Confirmed,"","Komi Republic","Russia",840873,84980,0,0.00,144,100.40,192,44.93,200,52.72,221,28.65,326,301.40,475,25.22,539,284.58,598,219.10,656,393.69,668,371.03
Confirmed,"","Kostroma Oblast","Russia",643324,41760,0,0.00,143,31.11,175,18.24,214,46.81,224,34.74,302,138.29,458,23.53,551,137.55,597,79.39,655,205.48,668,200.05
Confirmed,"","Krasnodar Krai","Russia",5603420,86002,0,0.00,139,81.15,161,59.83,196,110.06,211,86.62,363,196.98,481,93.13,557,261.71,616,221.39,668,780.74,668,780.74
Confirmed,"","Krasnoyarsk Krai","Russia",2876497,140550,0,0.00,142,167.80,175,129.71,187,148.92,240,101.81,324,335.35,495,94.72,547,491.20,606,352.15,658,723.74,668,709.11
Confirmed,"","Kurgan Oblast","Russia",845537,42562,0,0.00,172,58.84,203,20.61,332,107.25,342,105.73,360,108.67,508,29.50,574,130.24,602,116.08,657,216.00,668,214.05
Confirmed,"","Kursk Oblast","Russia",1115237,69836,0,0.00,142,70.52,192,26.41,336,182.85,352,173.68,368,180.72,502,61.80,545,193.89,592,169.30,653,352.39,668,347.84
Confirmed,"","Leningrad Oblast","Russia",1813816,83122,0,0.00,146,57.18,208,27.87,339,228.51,351,217.90,362,225.40,474,79.94,541,246.43,597,184.24,668,422.06,668,422.06
Confirmed,"","Lipetsk Oblast","Russia",1150201,68118,0,0.00,139,60.26,187,13.07,336,163.24,341,162.03,350,165.94,501,55.30,551,244.32,596,195.03,655,404.87,668,400.90
Confirmed,"","Magadan Oblast","Russia",144091,12149,0,0.00,161,27.92,184,14.29,201,21.44,214,16.71,285,48.06,435,1.75,552,28.73,623,19.13,668,36.88,668,36.88
Confirmed,"","Mari El Republic","Russia",682333,23132,0,0.00,143,44.68,199,14.84,274,51.26,288,45.29,329,53.13,473,14.28,574,61.45,599,56.44,668,127.01,668,127.01
Confirmed,"","Mordovia Republic","Russia",805056,32980,0,0.00,143,57.25,201,30.40,217,31.99,235,31.11,316,89.31,499,28.61,573,70.28,595,67.51,659,165.41,668,164.04
Confirmed,"","Moscow","Russia",12506467,1729939,0,0.00,137,1713.83,178,600.56,317,6804.93,327,6267.66,336,6947.65,413,1463.97,516,7601.88,586,1460.10,645,7019.71,668,3446.20
Confirmed,"","Moscow Oblast","Russia",7503385,529536,0,0.00,139,730.88,187,142.57,340,1563.46,402,624.23,407,657.29,416,539.14,528,2585.24,597,714.04,655,2926.72,668,1929.94
Confirmed,"","Murmansk Oblast","Russia",753557,80767,0,0.00,175,175.34,212,64.64,319,286.14,467,22.68,541,260.96,601,141.84,649,268.00,655,262.24,662,268.56,668,259.53
Confirmed,"","Nenets Autonomous Okrug","Russia",43996,3002,0,0.00,171,10.53,239,0.38,297,7.58,352,2.20,372,5.91,474,0.00,547,13.69,577,9.81,648,17.17,668,16.31
Confirmed,"","Nizhny Novgorod Oblast","Russia",3234752,196202,0,0.00,137,293.33,199,117.41,338,500.98,352,455.57,365,483.28,473,119.53,562,544.03,592,399.42,650,797.04,668,780.19
Confirmed,"","North Ossetia - Alania Republic","Russia",701765,24501,0,0.00,137,40.56,201,7.40,337,88.17,463,9.63,472,9.82,490,8.12,578,71.77,601,68.05,657,103.83,668,100.11
Confirmed,"","Novgorod Oblast","Russia",606475,54809,0,0.00,150,57.21,199,16.24,323,210.24,431,40.09,444,43.17,472,33.62,544,156.37,592,122.93,668,329.28,668,329.28
Confirmed,"","Novosibirsk Oblast","Russia",2788849,75509,0,0.00,148,106.97,160,104.19,175,113.34,212,52.01,282,180.30,475,70.39,552,204.10,607,166.96,663,400.97,668,399.52
Confirmed,"","Omsk Oblast","Russia",1960081,106716,0,0.00,148,92.58,157,77.71,189,114.05,219,38.60,347,253.73,469,51.24,576,389.13,616,365.32,668,591.92,668,591.92
Confirmed,"","Orel Oblast","Russia",747247,57411,0,0.00,140,100.65,185,27.01,337,179.01,502,45.21,530,96.24,553,83.60,571,107.36,595,79.92,659,345.79,668,342.16
Confirmed,"","Orenburg Oblast","Russia",1977720,95042,0,0.00,181,113.20,221,86.09,296,189.08,414,74.93,439,83.20,476,59.28,569,355.81,601,336.97,647,409.54,668,389.15
Confirmed,"","Penza Oblast","Russia",1331654,85215,0,0.00,140,105.89,177,38.05,278,169.89,307,163.59,366,227.02,495,72.67,570,238.71,593,230.08,668,395.98,668,395.98
Confirmed,"","Perm Krai","Russia",2623122,131392,0,0.00,142,73.62,162,56.05,178,80.99,220,57.58,337,331.24,500,95.94,568,476.34,601,448.46,655,706.83,668,696.62
Confirmed,"","Primorsky Krai","Russia",1913037,81137,0,0.00,148,92.90,170,58.45,187,106.87,246,69.78,330,239.76,472,23.21,549,260.31,616,214.35,668,412.90,668,412.90
Confirmed,"","Pskov Oblast","Russia",636546,62385,0,0.00,145,80.40,198,22.40,212,34.69,225,23.63,337,404.71,498,39.99,534,139.59,591,89.66,659,291.83,668,286.26
Confirmed,"","Rostov Oblast","Russia",4220452,163555,0,0.00,139,190.52,166,92.97,191,131.57,205,127.11,359,392.49,506,156.54,574,486.58,604,465.98,661,650.55,668,649.05
Confirmed,"","Ryazan Oblast","Russia",1121474,49260,0,0.00,138,66.63,199,27.39,341,138.70,474,43.60,487,50.06,493,49.52,540,139.71,599,102.01,663,264.93,668,261.80
Confirmed,"","Saint Petersburg","Russia",5351935,749877,0,0.00,137,321.25,154,224.62,170,285.04,199,158.24,327,3764.66,455,695.47,538,1958.42,586,1135.50,648,3251.22,668,2813.54
Confirmed,"","Sakha (Yakutiya) Republic","Russia",964330,65571,0,0.00,148,84.17,219,44.46,303,222.48,352,128.26,362,149.70,432,26.49,487,108.38,522,90.82,653,290.31,668,281.90
Confirmed,"","Sakhalin Oblast","Russia",490181,36604,0,0.00,197,64.48,241,33.44,341,146.55,426,9.99,458,19.31,471,11.95,561,107.81,629,53.48,652,96.70,668,93.09
Confirmed,"","Samara Oblast","Russia",3193514,163128,0,0.00,142,94.71,156,60.25,166,89.51,189,39.30,339,306.47,357,282.70,381,300.98,507,61.85,664,1783.78,668,1777.43
Confirmed,"","Saratov Oblast","Russia",2462950,110345,0,0.00,145,120.49,173,92.94,189,96.35,197,94.23,341,271.31,504,109.51,561,257.48,592,240.60,660,642.04,668,636.69
Confirmed,"","Smolensk Oblast","Russia",949347,70666,0,0.00,137,114.59,235,11.91,370,186.01,440,33.44,457,51.37,473,43.70,531,257.81,566,123.22,652,595.21,668,577.10
Confirmed,"","Stavropol Krai","Russia",2800674,104664,0,0.00,150,94.88,167,83.52,345,244.22,413,94.11,424,111.07,475,52.18,586,357.34,613,352.00,668,518.16,668,518.16
Confirmed,"","Sverdlovsk Oblast","Russia",4325256,165672,0,0.00,140,266.12,154,205.86,174,269.08,222,119.41,339,404.55,493,96.60,582,523.66,601,505.16,668,736.79,668,736.79
Confirmed,"","Tambov Oblast","Russia",1033552,49340,0,0.00,140,65.27,214,22.49,350,159.93,479,35.90,544,96.84,587,91.02,666,212.43,668,212.41,,,,
Confirmed,"","Tatarstan Republic","Russia",3894283,32043,0,0.00,139,50.98,237,23.20,337,101.08,448,33.33,465,36.26,503,30.20,545,51.97,581,48.75,668,267.48,668,267.48
Confirmed,"","Tomsk Oblast","Russia",1078280,52266,0,0.00,150,64.64,160,57.41,177,66.60,213,43.78,297,209.58,474,22.94,568,122.91,608,89.14,668,279.41,668,279.41
Confirmed,"","Tula Oblast","Russia",1491855,61244,0,0.00,139,104.38,218,28.22,339,207.60,475,50.09,487,54.67,496,52.65,529,153.32,599,103.82,658,268.76,668,265.42
Confirmed,"","Tver Oblast","Russia",1283873,82603,0,0.00,141,82.32,230,22.73,339,236.39,468,67.98,486,75.66,495,73.53,545,266.45,592,189.67,654,398.18,668,391.72
Confirmed,"","Tyumen Oblast","Russia",3692400,75679,0,0.00,182,100.98,224,48.48,306,169.84,348,156.84,361,162.77,467,49.20,561,283.35,605,222.35,658,346.56,668,338.49
Confirmed,"","Tyva Republic","Russia",321722,28831,0,0.00,154,134.04,207,21.42,303,102.39,351,21.35,362,26.18,432,1.26,545,186.79,615,55.48,648,70.63,668,68.31
Confirmed,"","Udmurt Republic","Russia",1513043,70451,0,0.00,135,32.90,151,20.11,175,41.13,192,21.53,344,216.97,412,75.23,425,83.32,505,39.75,647,395.69,668,381.47
Confirmed,"","Ulyanovsk Oblast","Russia",1246618,103396,0,0.00,146,125.77,165,105.94,177,108.66,217,86.40,327,289.36,478,77.30,577,289.93,593,275.20,650,567.61,668,505.36
Confirmed,"","Vladimir Oblast","Russia",1378337,66261,0,0.00,141,59.85,201,21.97,332,185.67,420,72.40,425,73.66,504,48.51,534,240.12,603,158.74,661,325.71,668,322.53
Confirmed,"","Volgograd Oblast","Russia",2521276,109642,0,0.00,139,110.93,186,89.83,218,101.32,232,96.44,338,275.10,504,87.16,584,352.04,607,339.51,661,470.30,668,465.90
Confirmed,"","Vologda Oblast","Russia",1176689,84830,0,0.00,141,26.02,157,20.08,175,28.71,185,26.54,326,368.03,472,38.51,548,228.90,596,221.32,668,406.35,668,406.35
Confirmed,"","Voronezh Oblast","Russia",2333768,166947,0,0.00,143,215.37,190,89.44,336,388.81,343,386.42,354,390.97,477,133.61,557,481.04,580,464.44,653,794.70,668,749.63
Confirmed,"","Yamalo-Nenets Autonomous Okrug","Russia",538547,54552,0,0.00,171,200.51,223,47.00,273,185.92,280,181.84,309,196.63,477,16.85,562,132.23,605,92.96,659,147.12,668,143.47
Confirmed,"","Yaroslavl Oblast","Russia",1265684,71146,0,0.00,137,65.15,169,39.93,177,41.18,217,38.12,331,190.19,483,77.52,543,201.37,600,188.13,668,284.80,668,284.80
Confirmed,"","Zabaykalsky Krai","Russia",1072806,82744,0,0.00,145,77.14,191,11.73,203,14.72,207,14.47,305,268.01,473,25.65,533,326.84,596,164.18,657,368.29,668,367.63
