20A.EU1,20A.EU2,20A.S.126A,20B.S.796H,20H.Beta.V2,20I.Alpha.V1,20J.Gamma.V3,21A.Delta.S.K417,21A.Delta,21B.Kappa,21C.Epsilon,21D.Eta,21G.Lambda,21I.Delta,21J.Delta,DanishCluster,Delta.145H,Delta.250I,Delta.299I,Delta.N.412R
0.002607561929595828,0.0,0.0,0.0,0.03911342894393742,0.9152542372881356,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.030913978494623656,0.9381720430107527,0.0,0.0,0.0,0.0,0.0,0.012096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.02181818181818182,0.9563636363636364,0.0,0.0,0.0,0.0,0.0,0.007272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.014942528735632184,0.9655172413793104,0.0,0.0,0.0,0.0011494252873563218,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008187134502923977,0.9707602339181286,0.0,0.0,0.0,0.0,0.0,0.004678362573099415,0.0,0.0,0.0023391812865497076,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0035046728971962616,0.9719626168224299,0.0,0.0,0.0,0.0,0.0,0.0035046728971962616,0.0,0.0,0.008177570093457943,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002288329519450801,0.9679633867276888,0.0,0.0,0.0,0.0,0.0,0.002288329519450801,0.0,0.0,0.017162471395881007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0023752969121140144,0.9643705463182898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023752969121140142,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0013280212483399733,0.0013280212483399733,0.9601593625498008,0.0,0.0,0.0013280212483399733,0.0,0.0,0.0,0.0,0.0,0.027888446215139442,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9544764795144158,0.0,0.0,0.007587253414264037,0.0,0.0,0.0,0.0,0.0015174506828528073,0.025796661608497723,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9303904923599321,0.0,0.0,0.028862478777589132,0.0,0.0,0.0,0.0,0.003395585738539898,0.027164685908319185,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.001937984496124031,0.0,0.872093023255814,0.0,0.0,0.06201550387596899,0.0,0.0,0.0,0.0,0.011627906976744186,0.044573643410852716,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0022222222222222222,0.0,0.8,0.0,0.0,0.06888888888888889,0.0,0.0,0.0,0.0,0.04,0.07777777777777778,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6985645933014354,0.0,0.0,0.0430622009569378,0.0,0.0,0.0,0.0,0.13636363636363635,0.1076555023923445,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5273159144893111,0.0,0.0,0.0166270783847981,0.0,0.0,0.0,0.0,0.30641330166270786,0.1330166270783848,0.0,0.0,0.0,0.0,0.0
0.0,0.002304147465437788,0.0,0.0,0.0,0.3456221198156682,0.0,0.0,0.0069124423963133645,0.0,0.0,0.0,0.0,0.45622119815668205,0.17511520737327188,0.002304147465437788,0.0,0.002304147465437788,0.0,0.0
0.0,0.0022172949002217295,0.0,0.0,0.0,0.2017738359201774,0.0,0.0,0.0066518847006651885,0.0,0.0,0.0,0.0,0.5232815964523282,0.25055432372505543,0.004434589800443459,0.0,0.004434589800443459,0.0,0.0
0.0,0.002,0.0,0.0,0.0,0.112,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.512,0.358,0.004,0.0,0.01,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.06734006734006734,0.0,0.0,0.006734006734006734,0.0,0.0,0.0,0.0,0.44276094276094274,0.4797979797979798,0.0,0.0,0.016835016835016835,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.03724928366762178,0.0,0.0,0.0071633237822349575,0.0,0.0,0.0,0.0,0.3495702005730659,0.6031518624641834,0.0,0.0,0.02005730659025788,0.0028653295128939827,0.0
0.0,0.0,0.0,0.0,0.0,0.015189873417721518,0.0,0.0,0.008860759493670886,0.0,0.0,0.0,0.0,0.2759493670886076,0.6974683544303798,0.0,0.0012658227848101266,0.020253164556962026,0.005063291139240506,0.0
0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.0,0.009302325581395349,0.0,0.0,0.0,0.0,0.2372093023255814,0.7476744186046511,0.0011627906976744186,0.002325581395348837,0.018604651162790697,0.0069767441860465115,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005482456140350877,0.0,0.0,0.0,0.0,0.22478070175438597,0.7675438596491229,0.0021929824561403508,0.0010964912280701754,0.020833333333333332,0.01206140350877193,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031545741324921135,0.0,0.0,0.0,0.0,0.20399579390115669,0.7907465825446898,0.0031545741324921135,0.0,0.02103049421661409,0.013669821240799159,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033076074972436605,0.0,0.0,0.0,0.0,0.1730981256890849,0.8224917309812569,0.002205071664829107,0.0,0.016538037486218304,0.011025358324145534,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00245398773006135,0.0,0.0,0.0,0.0,0.14969325153374233,0.8478527607361963,0.0,0.0,0.014723926380368098,0.008588957055214725,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13877551020408163,0.8585034013605443,0.0,0.0013605442176870747,0.014965986394557823,0.009523809523809525,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12264150943396226,0.8757861635220126,0.0,0.0031446540880503146,0.01729559748427673,0.007861635220125786,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09054325955734406,0.9054325955734407,0.0,0.006036217303822937,0.02012072434607646,0.006036217303822937,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06609195402298851,0.9310344827586207,0.0,0.005747126436781609,0.020114942528735632,0.0028735632183908046,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08040201005025126,0.9195979899497487,0.0,0.005025125628140704,0.01507537688442211,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16304347826086957,0.8369565217391305,0.0,0.0,0.0,0.0,0.0
